model,band,draw,src_type,src_layer,src_head
pythia-410m,low,draw_3,mlp,8,
pythia-410m,low,draw_3,attn,9,0.0
pythia-410m,low,draw_3,attn,9,1.0
pythia-410m,low,draw_3,attn,9,2.0
pythia-410m,low,draw_3,attn,9,3.0
pythia-410m,low,draw_3,attn,9,4.0
pythia-410m,low,draw_3,attn,9,5.0
pythia-410m,low,draw_3,attn,9,6.0
pythia-410m,low,draw_3,attn,9,7.0
pythia-410m,low,draw_3,attn,9,8.0
pythia-410m,low,draw_3,attn,9,9.0
pythia-410m,low,draw_3,attn,9,12.0
pythia-410m,low,draw_3,attn,9,13.0
pythia-410m,low,draw_3,attn,9,14.0
pythia-410m,low,draw_3,attn,9,15.0
pythia-410m,low,draw_3,mlp,9,
pythia-410m,low,draw_3,attn,10,0.0
pythia-410m,low,draw_3,attn,10,1.0
pythia-410m,low,draw_3,attn,10,2.0
pythia-410m,low,draw_3,attn,10,3.0
pythia-410m,low,draw_3,attn,10,4.0
pythia-410m,low,draw_3,attn,10,5.0
pythia-410m,low,draw_3,attn,10,6.0
pythia-410m,low,draw_3,attn,10,7.0
pythia-410m,low,draw_3,attn,10,8.0
pythia-410m,low,draw_3,attn,10,9.0
pythia-410m,low,draw_3,attn,10,10.0
pythia-410m,low,draw_3,attn,10,11.0
pythia-410m,low,draw_3,attn,10,12.0
pythia-410m,low,draw_3,attn,10,13.0
pythia-410m,low,draw_3,attn,10,14.0
pythia-410m,low,draw_3,attn,10,15.0
pythia-410m,low,draw_3,mlp,10,
pythia-410m,low,draw_3,attn,11,0.0
pythia-410m,low,draw_3,attn,11,1.0
pythia-410m,low,draw_3,attn,11,2.0
pythia-410m,low,draw_3,attn,11,4.0
pythia-410m,low,draw_3,attn,11,6.0
pythia-410m,low,draw_3,attn,11,7.0
pythia-410m,low,draw_3,attn,11,8.0
pythia-410m,low,draw_3,attn,11,9.0
pythia-410m,low,draw_3,attn,11,13.0
pythia-410m,low,draw_3,attn,11,14.0
pythia-410m,low,draw_3,attn,11,15.0
pythia-410m,low,draw_3,mlp,11,
pythia-410m,low,draw_3,attn,12,0.0
pythia-410m,low,draw_3,attn,12,1.0
pythia-410m,low,draw_3,attn,12,2.0
pythia-410m,low,draw_3,attn,12,4.0
pythia-410m,low,draw_3,attn,12,5.0
pythia-410m,low,draw_3,attn,12,6.0
pythia-410m,low,draw_3,attn,12,7.0
pythia-410m,low,draw_3,attn,12,8.0
pythia-410m,low,draw_3,attn,12,9.0
pythia-410m,low,draw_3,attn,12,10.0
pythia-410m,low,draw_3,attn,12,11.0
pythia-410m,low,draw_3,attn,12,12.0
pythia-410m,low,draw_3,attn,12,13.0
pythia-410m,low,draw_3,attn,12,14.0
pythia-410m,low,draw_3,attn,12,15.0
pythia-410m,low,draw_3,mlp,12,
pythia-410m,low,draw_3,attn,13,0.0
pythia-410m,low,draw_3,attn,13,1.0
pythia-410m,low,draw_3,attn,13,5.0
pythia-410m,low,draw_3,attn,13,7.0
pythia-410m,low,draw_3,attn,13,9.0
pythia-410m,low,draw_3,attn,13,12.0
pythia-410m,low,draw_3,attn,13,13.0
pythia-410m,low,draw_3,attn,13,14.0
pythia-410m,low,draw_3,mlp,13,
pythia-410m,low,draw_3,attn,14,0.0
pythia-410m,low,draw_3,attn,14,1.0
pythia-410m,low,draw_3,attn,14,2.0
pythia-410m,low,draw_3,attn,14,5.0
pythia-410m,low,draw_3,attn,14,6.0
pythia-410m,low,draw_3,attn,14,7.0
pythia-410m,low,draw_3,attn,14,8.0
pythia-410m,low,draw_3,attn,14,11.0
pythia-410m,low,draw_3,mlp,14,
pythia-410m,low,draw_3,attn,15,0.0
pythia-410m,low,draw_3,attn,15,1.0
pythia-410m,low,draw_3,attn,15,2.0
pythia-410m,low,draw_3,attn,15,4.0
pythia-410m,low,draw_3,attn,15,5.0
pythia-410m,low,draw_3,attn,15,6.0
pythia-410m,low,draw_3,attn,15,8.0
pythia-410m,low,draw_3,attn,15,10.0
pythia-410m,low,draw_3,attn,15,11.0
pythia-410m,low,draw_3,attn,15,12.0
pythia-410m,low,draw_3,attn,15,14.0
pythia-410m,low,draw_3,mlp,15,
pythia-410m,low,draw_3,attn,16,0.0
pythia-410m,low,draw_3,attn,16,1.0
pythia-410m,low,draw_3,attn,16,3.0
pythia-410m,low,draw_3,attn,16,4.0
pythia-410m,low,draw_3,attn,16,5.0
pythia-410m,low,draw_3,attn,16,6.0
pythia-410m,low,draw_3,attn,16,7.0
pythia-410m,low,draw_3,attn,16,10.0
pythia-410m,low,draw_3,attn,16,11.0
pythia-410m,low,draw_3,attn,16,12.0
pythia-410m,low,draw_3,attn,16,13.0
pythia-410m,low,draw_3,attn,16,14.0
pythia-410m,low,draw_3,attn,16,15.0
pythia-410m,low,draw_3,mlp,16,
pythia-410m,low,draw_3,attn,17,0.0
pythia-410m,low,draw_3,attn,17,1.0
pythia-410m,low,draw_3,attn,17,2.0
pythia-410m,low,draw_3,attn,17,4.0
pythia-410m,low,draw_3,attn,17,5.0
pythia-410m,low,draw_3,attn,17,6.0
pythia-410m,low,draw_3,attn,17,9.0
pythia-410m,low,draw_3,attn,17,10.0
pythia-410m,low,draw_3,attn,17,11.0
pythia-410m,low,draw_3,attn,17,14.0
pythia-410m,low,draw_3,attn,17,15.0
pythia-410m,low,draw_3,mlp,17,
pythia-410m,low,draw_3,attn,18,0.0
pythia-410m,low,draw_3,attn,18,2.0
pythia-410m,low,draw_3,attn,18,3.0
pythia-410m,low,draw_3,attn,18,5.0
pythia-410m,low,draw_3,attn,18,7.0
pythia-410m,low,draw_3,attn,18,8.0
pythia-410m,low,draw_3,attn,18,10.0
pythia-410m,low,draw_3,attn,18,11.0
pythia-410m,low,draw_3,attn,18,12.0
pythia-410m,low,draw_3,attn,18,13.0
pythia-410m,low,draw_3,attn,18,14.0
pythia-410m,low,draw_3,attn,18,15.0
pythia-410m,low,draw_3,mlp,18,
pythia-410m,low,draw_3,attn,19,1.0
pythia-410m,low,draw_3,attn,19,2.0
pythia-410m,low,draw_3,attn,19,3.0
pythia-410m,low,draw_3,attn,19,4.0
pythia-410m,low,draw_3,attn,19,5.0
pythia-410m,low,draw_3,attn,19,6.0
pythia-410m,low,draw_3,attn,19,7.0
pythia-410m,low,draw_3,attn,19,8.0
pythia-410m,low,draw_3,attn,19,9.0
pythia-410m,low,draw_3,attn,19,10.0
pythia-410m,low,draw_3,attn,19,11.0
pythia-410m,low,draw_3,attn,19,12.0
pythia-410m,low,draw_3,attn,19,15.0
pythia-410m,low,draw_3,mlp,19,
pythia-410m,low,draw_3,attn,20,1.0
pythia-410m,low,draw_3,attn,20,2.0
pythia-410m,low,draw_3,attn,20,6.0
pythia-410m,low,draw_3,attn,20,7.0
pythia-410m,low,draw_3,attn,20,13.0
pythia-410m,low,draw_3,attn,20,14.0
pythia-410m,low,draw_3,attn,20,15.0
pythia-410m,low,draw_3,mlp,20,
pythia-410m,low,draw_3,attn,21,0.0
pythia-410m,low,draw_3,attn,21,1.0
pythia-410m,low,draw_3,attn,21,2.0
pythia-410m,low,draw_3,attn,21,4.0
pythia-410m,low,draw_3,attn,21,6.0
pythia-410m,low,draw_3,attn,21,7.0
pythia-410m,low,draw_3,attn,21,8.0
pythia-410m,low,draw_3,attn,21,9.0
pythia-410m,low,draw_3,attn,21,12.0
pythia-410m,low,draw_3,attn,21,13.0
pythia-410m,low,draw_3,attn,21,14.0
pythia-410m,low,draw_3,mlp,21,
pythia-410m,low,draw_3,attn,22,2.0
pythia-410m,low,draw_3,attn,22,3.0
pythia-410m,low,draw_3,attn,22,6.0
pythia-410m,low,draw_3,attn,22,8.0
pythia-410m,low,draw_3,attn,22,11.0
pythia-410m,low,draw_3,attn,22,15.0
pythia-410m,low,draw_3,mlp,22,
pythia-410m,low,draw_3,attn,23,1.0
pythia-410m,low,draw_3,attn,23,8.0
pythia-410m,low,draw_3,attn,23,11.0
pythia-410m,low,draw_3,attn,23,12.0
pythia-410m,low,draw_3,attn,23,13.0
pythia-410m,low,draw_3,attn,23,14.0
pythia-410m,low,draw_3,attn,23,15.0
pythia-410m,low,draw_3,mlp,23,
pythia-410m,medium,draw_1,embed,-1,
pythia-410m,medium,draw_1,attn,0,0.0
pythia-410m,medium,draw_1,attn,0,3.0
pythia-410m,medium,draw_1,attn,0,5.0
pythia-410m,medium,draw_1,attn,0,7.0
pythia-410m,medium,draw_1,attn,0,9.0
pythia-410m,medium,draw_1,attn,0,13.0
pythia-410m,medium,draw_1,attn,0,14.0
pythia-410m,medium,draw_1,attn,0,15.0
pythia-410m,medium,draw_1,mlp,0,
pythia-410m,medium,draw_1,attn,1,3.0
pythia-410m,medium,draw_1,attn,1,4.0
pythia-410m,medium,draw_1,attn,1,6.0
pythia-410m,medium,draw_1,attn,1,10.0
pythia-410m,medium,draw_1,attn,1,11.0
pythia-410m,medium,draw_1,attn,1,12.0
pythia-410m,medium,draw_1,attn,1,13.0
pythia-410m,medium,draw_1,attn,1,14.0
pythia-410m,medium,draw_1,mlp,1,
pythia-410m,medium,draw_1,attn,2,0.0
pythia-410m,medium,draw_1,attn,2,3.0
pythia-410m,medium,draw_1,attn,2,7.0
pythia-410m,medium,draw_1,attn,2,10.0
pythia-410m,medium,draw_1,mlp,2,
pythia-410m,medium,draw_1,attn,3,1.0
pythia-410m,medium,draw_1,attn,3,3.0
pythia-410m,medium,draw_1,attn,3,6.0
pythia-410m,medium,draw_1,attn,3,7.0
pythia-410m,medium,draw_1,mlp,3,
pythia-410m,medium,draw_1,attn,4,5.0
pythia-410m,medium,draw_1,attn,4,9.0
pythia-410m,medium,draw_1,attn,4,11.0
pythia-410m,medium,draw_1,attn,4,14.0
pythia-410m,medium,draw_1,mlp,4,
pythia-410m,medium,draw_1,attn,5,0.0
pythia-410m,medium,draw_1,attn,5,1.0
pythia-410m,medium,draw_1,attn,5,2.0
pythia-410m,medium,draw_1,attn,5,3.0
pythia-410m,medium,draw_1,attn,5,4.0
pythia-410m,medium,draw_1,attn,5,5.0
pythia-410m,medium,draw_1,attn,5,8.0
pythia-410m,medium,draw_1,attn,5,9.0
pythia-410m,medium,draw_1,attn,5,11.0
pythia-410m,medium,draw_1,attn,5,12.0
pythia-410m,medium,draw_1,attn,5,15.0
pythia-410m,medium,draw_1,mlp,5,
pythia-410m,medium,draw_1,attn,6,0.0
pythia-410m,medium,draw_1,attn,6,1.0
pythia-410m,medium,draw_1,attn,6,3.0
pythia-410m,medium,draw_1,attn,6,4.0
pythia-410m,medium,draw_1,attn,6,5.0
pythia-410m,medium,draw_1,attn,6,6.0
pythia-410m,medium,draw_1,attn,6,9.0
pythia-410m,medium,draw_1,attn,6,10.0
pythia-410m,medium,draw_1,attn,6,11.0
pythia-410m,medium,draw_1,attn,6,12.0
pythia-410m,medium,draw_1,attn,6,13.0
pythia-410m,medium,draw_1,attn,6,15.0
pythia-410m,medium,draw_1,mlp,6,
pythia-410m,medium,draw_1,attn,7,0.0
pythia-410m,medium,draw_1,attn,7,1.0
pythia-410m,medium,draw_1,attn,7,2.0
pythia-410m,medium,draw_1,attn,7,3.0
pythia-410m,medium,draw_1,attn,7,4.0
pythia-410m,medium,draw_1,attn,7,5.0
pythia-410m,medium,draw_1,attn,7,6.0
pythia-410m,medium,draw_1,attn,7,7.0
pythia-410m,medium,draw_1,attn,7,8.0
pythia-410m,medium,draw_1,attn,7,9.0
pythia-410m,medium,draw_1,attn,7,10.0
pythia-410m,medium,draw_1,attn,7,12.0
pythia-410m,medium,draw_1,attn,7,13.0
pythia-410m,medium,draw_1,attn,7,14.0
pythia-410m,medium,draw_1,mlp,7,
pythia-410m,medium,draw_1,attn,8,0.0
pythia-410m,medium,draw_1,attn,8,1.0
pythia-410m,medium,draw_1,attn,8,2.0
pythia-410m,medium,draw_1,attn,8,3.0
pythia-410m,medium,draw_1,attn,8,4.0
pythia-410m,medium,draw_1,attn,8,5.0
pythia-410m,medium,draw_1,attn,8,6.0
pythia-410m,medium,draw_1,attn,8,7.0
pythia-410m,medium,draw_1,attn,8,8.0
pythia-410m,medium,draw_1,attn,8,9.0
pythia-410m,medium,draw_1,attn,8,10.0
pythia-410m,medium,draw_1,attn,8,11.0
pythia-410m,medium,draw_1,attn,8,12.0
pythia-410m,medium,draw_1,attn,8,13.0
pythia-410m,medium,draw_1,attn,8,14.0
pythia-410m,medium,draw_1,attn,8,15.0
pythia-410m,medium,draw_1,mlp,8,
pythia-410m,medium,draw_1,attn,9,0.0
pythia-410m,medium,draw_1,attn,9,1.0
pythia-410m,medium,draw_1,attn,9,2.0
pythia-410m,medium,draw_1,attn,9,3.0
pythia-410m,medium,draw_1,attn,9,4.0
pythia-410m,medium,draw_1,attn,9,5.0
pythia-410m,medium,draw_1,attn,9,6.0
pythia-410m,medium,draw_1,attn,9,7.0
pythia-410m,medium,draw_1,attn,9,8.0
pythia-410m,medium,draw_1,attn,9,9.0
pythia-410m,medium,draw_1,attn,9,12.0
pythia-410m,medium,draw_1,attn,9,13.0
pythia-410m,medium,draw_1,attn,9,14.0
pythia-410m,medium,draw_1,attn,9,15.0
pythia-410m,medium,draw_1,mlp,9,
pythia-410m,medium,draw_1,attn,10,0.0
pythia-410m,medium,draw_1,attn,10,1.0
pythia-410m,medium,draw_1,attn,10,2.0
pythia-410m,medium,draw_1,attn,10,3.0
pythia-410m,medium,draw_1,attn,10,4.0
pythia-410m,medium,draw_1,attn,10,5.0
pythia-410m,medium,draw_1,attn,10,6.0
pythia-410m,medium,draw_1,attn,10,7.0
pythia-410m,medium,draw_1,attn,10,8.0
pythia-410m,medium,draw_1,attn,10,9.0
pythia-410m,medium,draw_1,attn,10,10.0
pythia-410m,medium,draw_1,attn,10,11.0
pythia-410m,medium,draw_1,attn,10,12.0
pythia-410m,medium,draw_1,attn,10,13.0
pythia-410m,medium,draw_1,attn,10,14.0
pythia-410m,medium,draw_1,attn,10,15.0
pythia-410m,medium,draw_1,mlp,10,
pythia-410m,medium,draw_1,attn,11,0.0
pythia-410m,medium,draw_1,attn,11,1.0
pythia-410m,medium,draw_1,attn,11,2.0
pythia-410m,medium,draw_1,attn,11,4.0
pythia-410m,medium,draw_1,attn,11,5.0
pythia-410m,medium,draw_1,attn,11,6.0
pythia-410m,medium,draw_1,attn,11,8.0
pythia-410m,medium,draw_1,attn,11,9.0
pythia-410m,medium,draw_1,attn,11,12.0
pythia-410m,medium,draw_1,attn,11,13.0
pythia-410m,medium,draw_1,attn,11,14.0
pythia-410m,medium,draw_1,attn,11,15.0
pythia-410m,medium,draw_1,mlp,11,
pythia-410m,medium,draw_1,attn,12,0.0
pythia-410m,medium,draw_1,attn,12,1.0
pythia-410m,medium,draw_1,attn,12,4.0
pythia-410m,medium,draw_1,attn,12,5.0
pythia-410m,medium,draw_1,attn,12,7.0
pythia-410m,medium,draw_1,attn,12,8.0
pythia-410m,medium,draw_1,attn,12,9.0
pythia-410m,medium,draw_1,attn,12,10.0
pythia-410m,medium,draw_1,attn,12,11.0
pythia-410m,medium,draw_1,attn,12,12.0
pythia-410m,medium,draw_1,attn,12,13.0
pythia-410m,medium,draw_1,attn,12,14.0
pythia-410m,medium,draw_1,attn,12,15.0
pythia-410m,medium,draw_1,mlp,12,
pythia-410m,medium,draw_1,attn,13,0.0
pythia-410m,medium,draw_1,attn,13,1.0
pythia-410m,medium,draw_1,attn,13,4.0
pythia-410m,medium,draw_1,attn,13,5.0
pythia-410m,medium,draw_1,attn,13,8.0
pythia-410m,medium,draw_1,attn,13,12.0
pythia-410m,medium,draw_1,attn,13,13.0
pythia-410m,medium,draw_1,attn,13,14.0
pythia-410m,medium,draw_1,mlp,13,
pythia-410m,medium,draw_1,attn,14,0.0
pythia-410m,medium,draw_1,attn,14,1.0
pythia-410m,medium,draw_1,attn,14,2.0
pythia-410m,medium,draw_1,attn,14,5.0
pythia-410m,medium,draw_1,attn,14,7.0
pythia-410m,medium,draw_1,attn,14,8.0
pythia-410m,medium,draw_1,attn,14,11.0
pythia-410m,medium,draw_1,attn,14,13.0
pythia-410m,medium,draw_1,attn,14,15.0
pythia-410m,medium,draw_1,mlp,14,
pythia-410m,medium,draw_1,attn,15,0.0
pythia-410m,medium,draw_1,attn,15,1.0
pythia-410m,medium,draw_1,attn,15,2.0
pythia-410m,medium,draw_1,attn,15,4.0
pythia-410m,medium,draw_1,attn,15,5.0
pythia-410m,medium,draw_1,attn,15,6.0
pythia-410m,medium,draw_1,attn,15,8.0
pythia-410m,medium,draw_1,attn,15,10.0
pythia-410m,medium,draw_1,attn,15,11.0
pythia-410m,medium,draw_1,mlp,15,
pythia-410m,medium,draw_1,attn,16,0.0
pythia-410m,medium,draw_1,attn,16,1.0
pythia-410m,medium,draw_1,attn,16,3.0
pythia-410m,medium,draw_1,attn,16,4.0
pythia-410m,medium,draw_1,attn,16,5.0
pythia-410m,medium,draw_1,attn,16,7.0
pythia-410m,medium,draw_1,attn,16,10.0
pythia-410m,medium,draw_1,attn,16,11.0
pythia-410m,medium,draw_1,attn,16,12.0
pythia-410m,medium,draw_1,attn,16,13.0
pythia-410m,medium,draw_1,attn,16,14.0
pythia-410m,medium,draw_1,attn,16,15.0
pythia-410m,medium,draw_1,mlp,16,
pythia-410m,medium,draw_1,attn,17,1.0
pythia-410m,medium,draw_1,attn,17,2.0
pythia-410m,medium,draw_1,attn,17,4.0
pythia-410m,medium,draw_1,attn,17,5.0
pythia-410m,medium,draw_1,attn,17,6.0
pythia-410m,medium,draw_1,attn,17,7.0
pythia-410m,medium,draw_1,attn,17,9.0
pythia-410m,medium,draw_1,attn,17,10.0
pythia-410m,medium,draw_1,attn,17,11.0
pythia-410m,medium,draw_1,attn,17,14.0
pythia-410m,medium,draw_1,attn,17,15.0
pythia-410m,medium,draw_1,mlp,17,
pythia-410m,medium,draw_1,attn,18,0.0
pythia-410m,medium,draw_1,attn,18,2.0
pythia-410m,medium,draw_1,attn,18,3.0
pythia-410m,medium,draw_1,attn,18,5.0
pythia-410m,medium,draw_1,attn,18,7.0
pythia-410m,medium,draw_1,attn,18,8.0
pythia-410m,medium,draw_1,attn,18,10.0
pythia-410m,medium,draw_1,attn,18,11.0
pythia-410m,medium,draw_1,attn,18,12.0
pythia-410m,medium,draw_1,attn,18,13.0
pythia-410m,medium,draw_1,attn,18,14.0
pythia-410m,medium,draw_1,attn,18,15.0
pythia-410m,medium,draw_1,mlp,18,
pythia-410m,medium,draw_1,attn,19,1.0
pythia-410m,medium,draw_1,attn,19,2.0
pythia-410m,medium,draw_1,attn,19,4.0
pythia-410m,medium,draw_1,attn,19,5.0
pythia-410m,medium,draw_1,attn,19,6.0
pythia-410m,medium,draw_1,attn,19,7.0
pythia-410m,medium,draw_1,attn,19,8.0
pythia-410m,medium,draw_1,attn,19,9.0
pythia-410m,medium,draw_1,attn,19,10.0
pythia-410m,medium,draw_1,attn,19,11.0
pythia-410m,medium,draw_1,attn,19,12.0
pythia-410m,medium,draw_1,attn,19,14.0
pythia-410m,medium,draw_1,attn,19,15.0
pythia-410m,medium,draw_1,mlp,19,
pythia-410m,medium,draw_1,attn,20,1.0
pythia-410m,medium,draw_1,attn,20,2.0
pythia-410m,medium,draw_1,attn,20,3.0
pythia-410m,medium,draw_1,attn,20,6.0
pythia-410m,medium,draw_1,attn,20,7.0
pythia-410m,medium,draw_1,attn,20,13.0
pythia-410m,medium,draw_1,attn,20,14.0
pythia-410m,medium,draw_1,attn,20,15.0
pythia-410m,medium,draw_1,mlp,20,
pythia-410m,medium,draw_1,attn,21,0.0
pythia-410m,medium,draw_1,attn,21,1.0
pythia-410m,medium,draw_1,attn,21,2.0
pythia-410m,medium,draw_1,attn,21,4.0
pythia-410m,medium,draw_1,attn,21,7.0
pythia-410m,medium,draw_1,attn,21,9.0
pythia-410m,medium,draw_1,attn,21,12.0
pythia-410m,medium,draw_1,attn,21,13.0
pythia-410m,medium,draw_1,attn,21,14.0
pythia-410m,medium,draw_1,mlp,21,
pythia-410m,medium,draw_1,attn,22,0.0
pythia-410m,medium,draw_1,attn,22,2.0
pythia-410m,medium,draw_1,attn,22,3.0
pythia-410m,medium,draw_1,attn,22,6.0
pythia-410m,medium,draw_1,attn,22,8.0
pythia-410m,medium,draw_1,attn,22,11.0
pythia-410m,medium,draw_1,attn,22,15.0
pythia-410m,medium,draw_1,mlp,22,
pythia-410m,medium,draw_1,attn,23,1.0
pythia-410m,medium,draw_1,attn,23,10.0
pythia-410m,medium,draw_1,attn,23,12.0
pythia-410m,medium,draw_1,attn,23,13.0
pythia-410m,medium,draw_1,attn,23,15.0
pythia-410m,medium,draw_1,mlp,23,
pythia-410m,medium,draw_2,embed,-1,
pythia-410m,medium,draw_2,attn,0,0.0
pythia-410m,medium,draw_2,attn,0,3.0
pythia-410m,medium,draw_2,attn,0,5.0
pythia-410m,medium,draw_2,attn,0,7.0
pythia-410m,medium,draw_2,attn,0,14.0
pythia-410m,medium,draw_2,attn,0,15.0
pythia-410m,medium,draw_2,mlp,0,
pythia-410m,medium,draw_2,attn,1,3.0
pythia-410m,medium,draw_2,attn,1,4.0
pythia-410m,medium,draw_2,attn,1,6.0
pythia-410m,medium,draw_2,attn,1,8.0
pythia-410m,medium,draw_2,attn,1,10.0
pythia-410m,medium,draw_2,attn,1,11.0
pythia-410m,medium,draw_2,attn,1,12.0
pythia-410m,medium,draw_2,attn,1,13.0
pythia-410m,medium,draw_2,attn,1,14.0
pythia-410m,medium,draw_2,mlp,1,
pythia-410m,medium,draw_2,attn,2,0.0
pythia-410m,medium,draw_2,attn,2,10.0
pythia-410m,medium,draw_2,mlp,2,
pythia-410m,medium,draw_2,attn,3,1.0
pythia-410m,medium,draw_2,attn,3,6.0
pythia-410m,medium,draw_2,attn,3,7.0
pythia-410m,medium,draw_2,attn,3,9.0
pythia-410m,medium,draw_2,attn,3,10.0
pythia-410m,medium,draw_2,attn,3,12.0
pythia-410m,medium,draw_2,mlp,3,
pythia-410m,medium,draw_2,attn,4,5.0
pythia-410m,medium,draw_2,attn,4,6.0
pythia-410m,medium,draw_2,attn,4,9.0
pythia-410m,medium,draw_2,attn,4,14.0
pythia-410m,medium,draw_2,mlp,4,
pythia-410m,medium,draw_2,attn,5,0.0
pythia-410m,medium,draw_2,attn,5,1.0
pythia-410m,medium,draw_2,attn,5,2.0
pythia-410m,medium,draw_2,attn,5,3.0
pythia-410m,medium,draw_2,attn,5,4.0
pythia-410m,medium,draw_2,attn,5,5.0
pythia-410m,medium,draw_2,attn,5,8.0
pythia-410m,medium,draw_2,attn,5,9.0
pythia-410m,medium,draw_2,attn,5,10.0
pythia-410m,medium,draw_2,attn,5,11.0
pythia-410m,medium,draw_2,attn,5,12.0
pythia-410m,medium,draw_2,attn,5,15.0
pythia-410m,medium,draw_2,mlp,5,
pythia-410m,medium,draw_2,attn,6,0.0
pythia-410m,medium,draw_2,attn,6,1.0
pythia-410m,medium,draw_2,attn,6,3.0
pythia-410m,medium,draw_2,attn,6,4.0
pythia-410m,medium,draw_2,attn,6,5.0
pythia-410m,medium,draw_2,attn,6,6.0
pythia-410m,medium,draw_2,attn,6,9.0
pythia-410m,medium,draw_2,attn,6,10.0
pythia-410m,medium,draw_2,attn,6,11.0
pythia-410m,medium,draw_2,attn,6,12.0
pythia-410m,medium,draw_2,attn,6,13.0
pythia-410m,medium,draw_2,attn,6,15.0
pythia-410m,medium,draw_2,mlp,6,
pythia-410m,medium,draw_2,attn,7,0.0
pythia-410m,medium,draw_2,attn,7,1.0
pythia-410m,medium,draw_2,attn,7,2.0
pythia-410m,medium,draw_2,attn,7,3.0
pythia-410m,medium,draw_2,attn,7,4.0
pythia-410m,medium,draw_2,attn,7,5.0
pythia-410m,medium,draw_2,attn,7,6.0
pythia-410m,medium,draw_2,attn,7,7.0
pythia-410m,medium,draw_2,attn,7,8.0
pythia-410m,medium,draw_2,attn,7,9.0
pythia-410m,medium,draw_2,attn,7,10.0
pythia-410m,medium,draw_2,attn,7,11.0
pythia-410m,medium,draw_2,attn,7,12.0
pythia-410m,medium,draw_2,attn,7,13.0
pythia-410m,medium,draw_2,attn,7,14.0
pythia-410m,medium,draw_2,mlp,7,
pythia-410m,medium,draw_2,attn,8,0.0
pythia-410m,medium,draw_2,attn,8,1.0
pythia-410m,medium,draw_2,attn,8,2.0
pythia-410m,medium,draw_2,attn,8,3.0
pythia-410m,medium,draw_2,attn,8,4.0
pythia-410m,medium,draw_2,attn,8,5.0
pythia-410m,medium,draw_2,attn,8,6.0
pythia-410m,medium,draw_2,attn,8,7.0
pythia-410m,medium,draw_2,attn,8,8.0
pythia-410m,medium,draw_2,attn,8,9.0
pythia-410m,medium,draw_2,attn,8,10.0
pythia-410m,medium,draw_2,attn,8,11.0
pythia-410m,medium,draw_2,attn,8,12.0
pythia-410m,medium,draw_2,attn,8,13.0
pythia-410m,medium,draw_2,attn,8,14.0
pythia-410m,medium,draw_2,attn,8,15.0
pythia-410m,medium,draw_2,mlp,8,
pythia-410m,medium,draw_2,attn,9,0.0
pythia-410m,medium,draw_2,attn,9,1.0
pythia-410m,medium,draw_2,attn,9,2.0
pythia-410m,medium,draw_2,attn,9,3.0
pythia-410m,medium,draw_2,attn,9,4.0
pythia-410m,medium,draw_2,attn,9,5.0
pythia-410m,medium,draw_2,attn,9,6.0
pythia-410m,medium,draw_2,attn,9,7.0
pythia-410m,medium,draw_2,attn,9,8.0
pythia-410m,medium,draw_2,attn,9,9.0
pythia-410m,medium,draw_2,attn,9,12.0
pythia-410m,medium,draw_2,attn,9,13.0
pythia-410m,medium,draw_2,attn,9,14.0
pythia-410m,medium,draw_2,attn,9,15.0
pythia-410m,medium,draw_2,mlp,9,
pythia-410m,medium,draw_2,attn,10,0.0
pythia-410m,medium,draw_2,attn,10,1.0
pythia-410m,medium,draw_2,attn,10,2.0
pythia-410m,medium,draw_2,attn,10,3.0
pythia-410m,medium,draw_2,attn,10,4.0
pythia-410m,medium,draw_2,attn,10,5.0
pythia-410m,medium,draw_2,attn,10,6.0
pythia-410m,medium,draw_2,attn,10,7.0
pythia-410m,medium,draw_2,attn,10,8.0
pythia-410m,medium,draw_2,attn,10,9.0
pythia-410m,medium,draw_2,attn,10,10.0
pythia-410m,medium,draw_2,attn,10,11.0
pythia-410m,medium,draw_2,attn,10,12.0
pythia-410m,medium,draw_2,attn,10,13.0
pythia-410m,medium,draw_2,attn,10,14.0
pythia-410m,medium,draw_2,attn,10,15.0
pythia-410m,medium,draw_2,mlp,10,
pythia-410m,medium,draw_2,attn,11,0.0
pythia-410m,medium,draw_2,attn,11,1.0
pythia-410m,medium,draw_2,attn,11,2.0
pythia-410m,medium,draw_2,attn,11,4.0
pythia-410m,medium,draw_2,attn,11,6.0
pythia-410m,medium,draw_2,attn,11,8.0
pythia-410m,medium,draw_2,attn,11,9.0
pythia-410m,medium,draw_2,attn,11,13.0
pythia-410m,medium,draw_2,attn,11,14.0
pythia-410m,medium,draw_2,attn,11,15.0
pythia-410m,medium,draw_2,mlp,11,
pythia-410m,medium,draw_2,attn,12,0.0
pythia-410m,medium,draw_2,attn,12,1.0
pythia-410m,medium,draw_2,attn,12,3.0
pythia-410m,medium,draw_2,attn,12,4.0
pythia-410m,medium,draw_2,attn,12,5.0
pythia-410m,medium,draw_2,attn,12,7.0
pythia-410m,medium,draw_2,attn,12,8.0
pythia-410m,medium,draw_2,attn,12,9.0
pythia-410m,medium,draw_2,attn,12,10.0
pythia-410m,medium,draw_2,attn,12,11.0
pythia-410m,medium,draw_2,attn,12,12.0
pythia-410m,medium,draw_2,attn,12,13.0
pythia-410m,medium,draw_2,mlp,12,
pythia-410m,medium,draw_2,attn,13,0.0
pythia-410m,medium,draw_2,attn,13,5.0
pythia-410m,medium,draw_2,attn,13,12.0
